name,establishment,city,locality,latitude,longitude,cuisines,average_cost_for_two,highlights,aggregate_rating
Pacha Manga The Kerala Mess,Mess,Chennai,"Mahindra World City, Chengalpattu",12.73805596,79.99957178,Kerala,200,"Cash, Takeaway Available, Credit Card, No Alcohol Available, Lunch, Delivery, Debit Card, Dinner, Table booking recommended, Digital Payments Accepted, Indoor Seating",3.6
Tea Stop,Beverage Shop,Kochi,"LuLu Mall, Edappally",10.02674167,76.308075,"Beverages, Cafe",150,"No Alcohol Available, Credit Card, Mall Parking, Lunch, Cash, Dinner, Takeaway Available, Debit Card, Air Conditioned, Indoor Seating",3.6
Hotel Aravi,Casual Dining,Thrissur,Poothole,10.52429155,76.20648902,Kerala,300,"Cash, Delivery, Debit Card, Takeaway Available, Indoor Seating",3.6
High - Hotel V7,Bar,Chennai,V7 Hotel,13.03608105,80.14533106,Bar Food,1200,"Cash, Lunch, Credit Card, Dinner, Debit Card, Serves Alcohol, Live Sports Screening, Live Music, Air Conditioned, Valet Parking Available, Indoor Seating, Wheelchair Accessible, Gin Bar, Table booking recommended, Smoking Area, Fullbar, Digital Payments Accepted",3.7
Covai Cafe,Bakery,Coimbatore,Peelamedu,11.0218869,77.01819453,Bakery,100,"Cash, No Seating Available, Takeaway Available, No Alcohol Available, Desserts and Bakes",3.7
Hotel Ponnappar,Quick Bites,Madurai,Pasumalai,9.900132426,78.09309818,"Chettinad, South Indian",200,"No Alcohol Available, Dinner, Cash, Takeaway Available, Debit Card, Lunch, Delivery, Credit Card, Free Parking, Indoor Seating, Air Conditioned",3.7
Hotel Sri Kamatchi,Casual Dining,Puducherry,Villianur,11.93151183,79.80482798,"South Indian, Biryani, Seafood",500,"Lunch, Takeaway Available, Debit Card, Dinner, Cash, Credit Card, Air Conditioned, Indoor Seating",3.7
KMS HAKKIM BIRIYANI FACTORY,Quick Bites,Trichy,Sangillyandapuram,10.802733,78.6933386,"South Indian, Continental, Arabian, Afghan",400,"No Seating Available, Cash, Lunch, Takeaway Available, Debit Card, Dinner",3.7
Al Saj Restaurant,Casual Dining,Trivandrum,Kulathoor,8.575518226,76.86793618,"South Indian, Arabian",400,"Dinner, Cash, Takeaway Available, Debit Card, Lunch, Delivery, Credit Card, Indoor Seating, Air Conditioned",3.7
Ceecee,Bakery,Kochi,Kakkanad,10.01194722,76.32349444,"Bakery, Cafe",200,"Cash, Breakfast, No Alcohol Available, Desserts and Bakes, Indoor Seating",3.8
The Cake Shop - The Leela Palace,Dessert Parlour,Chennai,"The Leela Palace, MRC Nagar",13.01707602,80.27403351,Desserts,400,"Cash, No Alcohol Available, Credit Card, Debit Card, Indoor Seating, Wheelchair Accessible, Air Conditioned, Desserts and Bakes",3.9
Longitude 76 - Le MÃƒÂ©ridien Kochi,Bar,Kochi,"Le MÃƒÂ©ridien Kochi, Marad",9.935147544,76.31771956,"North Indian, Continental, Beverages, Finger Food",2000,"Dinner, Cash, Lunch, Credit Card, Serves Alcohol, Debit Card, Indoor Seating, Table booking recommended, Axis Bank - Dining Delights, Fullbar, Air Conditioned",3.9
Pechiamman Veg Restaurant,Casual Dining,Madurai,Villapuram,9.900853434,78.12035009,"South Indian, Chinese",200,"Cash, Breakfast, Takeaway Available, Lunch, Dinner, Indoor Seating, Pure Veg",3.9
Hotel Kins,Casual Dining,Thrissur,Thiroor,10.52283917,76.20210394,"South Indian, North Indian",500,"Cash, Dinner, Lunch, Takeaway Available, Indoor Seating",3.9
Senthur Bhavan,Quick Bites,Trichy,Thillai Nagar,10.82759223,78.68511736,South Indian,150,"No Alcohol Available, Lunch, Breakfast, Takeaway Available, Cash, Dinner, Indoor Seating, Pure Veg, Free Parking",4.1
Sijis pizza street,Quick Bites,Trivandrum,Thycaud,8.494482228,76.95838597,"Pizza, Fast Food",700,"Dinner, Takeaway Available, Debit Card, No Alcohol Available, Cash, Credit Card, Indoor Seating",4.1
Priya Hotel,Quick Bites,Coimbatore,Gandhipuram,11.0232082,76.97816424,"Fast Food, Mithai",700,"Dinner, Delivery, Breakfast, Lunch, Cash, Takeaway Available, Indoor Seating, Digital Payments Accepted",4.2
Nikkah Biriyani,Quick Bites,Chennai,Ekkaduthangal,13.01659909,80.20548597,Biryani,300,"Dinner, Lunch, Credit Card, Takeaway Available, Cash, Debit Card, Indoor Seating, Air Conditioned, Table Reservation Not Required, Digital Payments Accepted",2.5
Neptune Bar & Lounge - Fortune Select Grand,Lounge,Chennai,"Fortune Select Grand, Chengalpattu",12.76445036,80.00612743,Finger Food,1500,"Lunch, Cash, Credit Card, Debit Card, Dinner, Serves Alcohol, DJ, Nightlife, Indoor Seating, 4/5 Star, Table booking recommended, Free Parking, Fullbar, Rooftop, Air Conditioned, Wheelchair Accessible",2.8
Ruchi Malayalee Mess,Mess,Coimbatore,Peelamedu,11.0257922,77.0127471,Biryani,150,"Delivery, Takeaway Available, Cash, Digital Payments Accepted",2.8
Black Box  - The Arcadia Hotel,Bar,Coimbatore,Chinniayam palayam,11.04230271,77.04437155,Finger Food,1100,"Credit Card, Cash, Debit Card, Serves Alcohol, Wifi, Air Conditioned, Axis Bank - Dining Delights, Indoor Seating, Fullbar, Nightlife",2.9
Vamsavali Biriyani,Quick Bites,Madurai,SS Colony,9.924742248,78.09415162,Biryani,200,"No Alcohol Available, Lunch, Takeaway Available, Cash, Dinner, Breakfast, Indoor Seating, Halal, Air Conditioned",3.3
Baskin Robbins,Dessert Parlour,Kochi,"LuLu Mall, Edappally",10.02674167,76.308075,"Ice Cream, Desserts, Beverages",300,"Mall Parking, Takeaway Available, Debit Card, Cash, Credit Card, Indoor Seating, Air Conditioned, Desserts and Bakes",3.4
Polar Bear,Dessert Parlour,Salem,Alagapuram Pudur,11.67624586,78.14247832,"Desserts, Ice Cream",300,"Takeaway Available, Debit Card, Cash, Credit Card, Indoor Seating, Desserts and Bakes, Air Conditioned",3.4
Kaf's Cafe,Cafe,Thrissur,Kizhakkumpattukara,10.51967596,76.22640476,"Burger, Beverages",300,"Dinner, Takeaway Available, Credit Card, Lunch, No Alcohol Available, Cash, Debit Card, Digital Payments Accepted, Table Reservation Not Required, Air Conditioned, Indoor Seating",3.4
Apna Dhaba,Casual Dining,Vellore,Katpadi,12.96726738,79.15574647,"Chinese, Indian",350,"Dinner, Cash, Credit Card, Lunch, Takeaway Available, Debit Card, Indoor Seating, Air Conditioned, Digital Payments Accepted, Table Reservation Not Required",3.5
Calcutta Roll Centre,Quick Bites,Vellore,Kosapet,12.92259927,79.13260605,"Rolls, Arabian, Biryani, Chinese",200,"No Alcohol Available, Dinner, Takeaway Available, Lunch, Cash, Free Parking, Indoor Seating",3.5
Cafe Coffee Day,Cafe,Coimbatore,RS Puram,11.00958,76.947526,"Beverages, Cafe, Sandwich, Fast Food",650,"Dinner, Cash, Takeaway Available, Credit Card, Debit Card, Lunch, Breakfast, Indoor Seating, Air Conditioned, Wifi, Pure Veg, Desserts and Bakes",3.6
Cream e Cakes,Bakery,Madurai,Iyer Bungalow,9.949751785,78.1472845,Bakery,250,"Credit Card, Takeaway Available, Cash, Debit Card, No Alcohol Available, Pre-Ordering Required, Indoor Seating, Desserts and Bakes, Air Conditioned",3.6
ZamZam Dosa Hut,Quick Bites,Trivandrum,Ambalamukku,8.519266401,76.95117686,South Indian,250,"Lunch, Cash, Credit Card, No Alcohol Available, Dinner, Takeaway Available, Debit Card, Indoor Seating",3.6
Squeez Juice Bars,Dessert Parlour,Chennai,"Forum Vijaya Mall, Vadapalani",13.05132629,80.20955522,"Ice Cream, Desserts, Juices",300,"Dinner, Mall Parking, Credit Card, Lunch, Cash, Takeaway Available, Debit Card, Indoor Seating, Wheelchair Accessible, Desserts and Bakes, Air Conditioned",3.7
CakeBee,Bakery,Coimbatore,Ramanathapuram,10.997235,76.999741,"Bakery, Desserts",600,"Cash, Debit Card, Delivery, Credit Card, Takeaway Available, Desserts and Bakes, Indoor Seating",3.7
The Belgian Waffle Co,Food Court,Kochi,"LuLu Mall, Edappally",10.02736389,76.30825833,"Desserts, Beverages",250,"Takeaway Available, Mall Parking, Cash, Indoor Seating, Desserts and Bakes",3.7
Panaimarathu Kadai,Casual Dining,Madurai,Balarengapuram,9.91191706,78.12506676,"Biryani, South Indian",400,"Dinner, Takeaway Available, Lunch, Cash, Indoor Seating",3.7
Goli Vada Pav,Quick Bites,Coimbatore,RS Puram,11.00513072,76.95256725,Street Food,100,"Cash, Takeaway Available, No Alcohol Available, Indoor Seating, Pure Veg",3.8
Paatti Amma Tiffin Stall,Casual Dining,Coimbatore,RS Puram,11.00818715,76.9576668,South Indian,100,"Cash, Takeaway Available, Dinner, No Alcohol Available, Indoor Seating",3.8
Baskin Robbins,Dessert Parlour,Kochi,Elamkulam,10.02485833,76.33816667,"Ice Cream, Desserts, Beverages",300,"Delivery, Cash, Credit Card, Takeaway Available, Debit Card, Indoor Seating, Desserts and Bakes, Pure Veg, Air Conditioned",3.8
Surya Veg Restaurant,Casual Dining,Madurai,Southern Railway Colony,9.920633144,78.11245065,"Chinese, Continental, North Indian, South Indian",400,"No Alcohol Available, Dinner, Cash, Credit Card, Debit Card, Lunch, Takeaway Available, Breakfast, Indoor Seating, Serves Jain Food, Rooftop, Air Conditioned, Pure Veg, City View",3.8
Bubble Bee,Dessert Parlour,Puducherry,White Town,11.9407084,79.832386,Ice Cream,400,"Serves Alcohol, Cash, Indoor Seating, Air Conditioned, Wifi, Desserts and Bakes, Pure Veg",3.8
KFC,Food Court,Trivandrum,Kannanthura,8.487150191,76.92566637,"Fast Food, Burger",450,"Takeaway Available, Debit Card, Dinner, Cash, Credit Card, Lunch, Indoor Seating",3.8
Hifive Cafe,Cafe,Coimbatore,Saravanampatty,11.07281403,77.00145286,"Cafe, Bakery",300,"Cash, Debit Card, Breakfast, Dinner, Delivery, Credit Card, Lunch, Takeaway Available, Outdoor Seating, Air Conditioned, Free Parking, Indoor Seating, Digital Payments Accepted, Desserts and Bakes",3.9
Sri Krishna Sweets House,Sweet Shop,Kochi,Pallimukku,9.969282528,76.28596991,Mithai,100,"Cash, No Alcohol Available, Takeaway Available, Indoor Seating, Pure Veg, Air Conditioned, Desserts and Bakes",3.9
Chai Nation,Cafe,Kochi,Kakkanad,10.00956082,76.36224188,Cafe,150,"Cash, Credit Card, Delivery, No Alcohol Available, Outdoor Seating, Air Conditioned, Indoor Seating",3.9
Famous Jigarthanda,Beverage Shop,Madurai,KK Nagar,9.920740149,78.14867891,Beverages,200,"Cash, Debit Card, Credit Card, Takeaway Available, Indoor Seating, Air Conditioned",4
KBS Kofi Bar & Veg Restaurant,Quick Bites,Puducherry,Gandhinagar,11.94130572,79.79642361,South Indian,200,"Lunch, Cash, Breakfast, No Alcohol Available, Dinner, Takeaway Available, Indoor Seating",4
A La Villa Creole,Casual Dining,Puducherry,White Town,11.92584337,79.83186666,"Continental, French",450,"Lunch, Cash, Credit Card, Dinner, Takeaway Available, Debit Card, Breakfast, Outdoor Seating, Table Reservation Not Required",4.1
Hotel Kaarthik,Quick Bites,Puducherry,MG Road,11.9347987,79.83212683,"South Indian, North Indian, Chinese",250,"Credit Card, Breakfast, No Alcohol Available, Cash, Lunch, Takeaway Available, Dinner, Debit Card, Indoor Seating, Air Conditioned, Pure Veg, Free Parking",3.2
Ambur Biryani,Quick Bites,Salem,Suramangalam,11.67052943,78.11411362,Biryani,100,"No Alcohol Available, Cash, Breakfast, Takeaway Available, Dinner, Lunch, Indoor Seating",3.2
The China Valley Restaurant,Casual Dining,Vellore,Katpadi,12.96756568,79.15768001,"Chinese, South Indian, Momos",200,"Cash, Credit Card, Dinner, Takeaway Available, Debit Card, Lunch, Indoor Seating, Air Conditioned, Table Reservation Not Required",3.3
Baby Restaurant,Casual Dining,Vellore,Kosapet,12.90424147,79.13207967,South Indian,250,"Takeaway Available, Dinner, Cash, Lunch, Breakfast, Indoor Seating, Air Conditioned, Table Reservation Not Required",3.3
Sri Krishna Sweets,Sweet Shop,Chennai,Besant Nagar,12.99761707,80.26766494,"Mithai, Street Food, South Indian",450,"Lunch, Takeaway Available, Credit Card, Debit Card, Dinner, Cash, Breakfast, Free Parking, Digital Payments Accepted, Catering Available, Indoor Seating, Air Conditioned, Pure Veg, Desserts and Bakes",3.5
Green Chillies,Casual Dining,Chennai,"Ambica Empire, Vadapalani",13.05548015,80.21124735,"Biryani, South Indian, Chinese, North Indian",800,"Lunch, Cash, Credit Card, Debit Card, No Alcohol Available, Dinner, Breakfast, Takeaway Available, Indoor Seating, Table booking recommended, Air Conditioned, Wheelchair Accessible",3.5
Just Bake,Bakery,Coimbatore,RS Puram,11.00924326,76.95096061,Bakery,300,"Cash, Takeaway Available, Delivery, No Alcohol Available, Indoor Seating, Desserts and Bakes",3.5
Covai Grills,Quick Bites,Coimbatore,Peelamedu,11.02493395,77.02127036,"South Indian, Chinese, North Indian",200,"Cash, Dinner, Takeaway Available, Lunch, No Alcohol Available, Indoor Seating",3.5
Kovai Coffee,Cafe,Coimbatore,RS Puram,11.00613187,76.95224572,"Cafe, Fast Food",100,"Lunch, Delivery, No Alcohol Available, Dinner, Cash, Takeaway Available, Breakfast, Indoor Seating, Digital Payments Accepted, Pure Veg",3.6
Aagaaram,Quick Bites,Coimbatore,Thudiyalur,11.060486,76.947897,"North Indian, South Indian",350,"Cash, Takeaway Available, No Alcohol Available, Dinner, Delivery, Breakfast, Lunch, Indoor Seating",3.6
Hotel Arasan Sapthagiri,Casual Dining,Madurai,Sathamangalam,9.920726278,78.14866852,South Indian,500,"Lunch, Takeaway Available, Breakfast, No Alcohol Available, Dinner, Cash, Credit Card, Debit Card, Indoor Seating, Air Conditioned",3.6
Bon Chocolate,Bakery,Chennai,K.K. Nagar,13.04362687,80.19960288,Bakery,500,"Cash, Takeaway Available, Delivery, Indoor Seating, Air Conditioned, Desserts and Bakes",3.7
Baker's Delight,Bakery,Chennai,Vepery,13.08677164,80.261348,"Bakery, Desserts",400,"Delivery, Cash, Takeaway Available, Pre-Ordering Required, Digital Payments Accepted, Pure Veg, Home Baker, Desserts and Bakes",3.7
Hotel Vikram,Quick Bites,Madurai,Sathamangalam,9.905556297,78.1065052,"South Indian, Fast Food",300,"Dinner, Cash, Credit Card, Lunch, Takeaway Available, Debit Card, Indoor Seating, Digital Payments Accepted",3.7
La Menara - Hotel Le Royal Park,Casual Dining,Puducherry,"Hotel Le Royal Park, MG Road",11.939413,79.816853,"North Indian, South Indian, Continental",900,"Breakfast, Serves Alcohol, Takeaway Available, Lunch, Credit Card, Dinner, Cash, Air Conditioned, Indoor Seating, Buffet",3.7
Saravana Bhavan,Casual Dining,Puducherry,Heritage Town,11.93609572,79.82945167,"South Indian, Chinese, North Indian",350,"Cash, Debit Card, Lunch, No Alcohol Available, Credit Card, Breakfast, Dinner, Takeaway Available, Air Conditioned, Table booking not available, Pure Veg, Indoor Seating",3.7
Hotel New Bhavani,Casual Dining,Trichy,Woraiyur,10.82752834,78.67602736,South Indian,200,"Takeaway Available, Cash, Breakfast, Dinner, Lunch, Indoor Seating, Table Reservation Not Required, Pure Veg",3.7
Just Parathas,Quick Bites,Puducherry,Heritage Town,11.9388125,79.83320703,Fast Food,250,"Dinner, Cash, Takeaway Available, No Alcohol Available, Breakfast, Lunch, Indoor Seating",3.8
Shawarma Daddy,Quick Bites,Kochi,Kakkanad,10.0086971,76.3437142,"Arabian, Rolls",300,"Dinner, Cash, Credit Card, Lunch, Takeaway Available, Debit Card, Indoor Seating, Digital Payments Accepted",3.9
Apple Millet Veg Restaurant,Casual Dining,Trichy,Thillai Nagar,10.81959918,78.68832327,South Indian,400,"Takeaway Available, Cash, Lunch, Dinner, Breakfast, Indoor Seating, Table Reservation Not Required, Air Conditioned",3.9
Chai Galli,Cafe,Chennai,Egatoor,12.83596577,80.22929963,Cafe,400,"Takeaway Available, Lunch, Credit Card, Dinner, Cash, Debit Card, Air Conditioned, Wifi, Indoor Seating, Pure Veg",4.1
Rangoli,Casual Dining,Kochi,"Woodlands Hotel, MG Road",9.969657651,76.28553908,"Chinese, South Indian, Mangalorean, North Indian",400,"Cash, Debit Card, Delivery, Breakfast, Dinner, Takeaway Available, No Alcohol Available, Lunch, Indoor Seating, Pure Veg, Free Parking, Air Conditioned, Vegan Options",2.4
A1 Biryani Hotel,Quick Bites,Coimbatore,Vadavalli,11.029907,76.907602,Biryani,250,"Lunch, Cash, No Alcohol Available, Dinner, Takeaway Available, Indoor Seating",2.6
Oru Kizhakkan Thattukada,Food Court,Chennai,"Ambit IT Park, Ambattur",13.0944253,80.16922753,"Kerala, Chinese, Seafood",700,"Credit Card, Debit Card, Cash, Takeaway Available, Dinner, Lunch, Delivery, Air Conditioned, Digital Payments Accepted, Indoor Seating, Halal",2.8
Chennai Kulfi,Dessert Parlour,Chennai,Perambur,13.10473649,80.2530707,"Desserts, Ice Cream",100,"Delivery, Credit Card, Cash, Takeaway Available, Debit Card, Indoor Seating, Desserts and Bakes",3.3
Ayush Veg Restaurant,Casual Dining,Thrissur,Poothole,10.5293211,76.21394489,South Indian,400,"Cash, Debit Card, Lunch, Takeaway Available, Credit Card, Dinner, Breakfast, Indoor Seating",3.3
Jothie Biryani,Quick Bites,Vellore,Saidapet,12.92346721,79.13255811,Biryani,250,"Dinner, Takeaway Available, No Alcohol Available, Lunch, Cash, Indoor Seating, Halal",3.3
Cafe Coffee Day,Cafe,Vellore,Katpadi,12.96796526,79.14930917,"Cafe, Desserts, Beverages, Sandwich",650,"Debit Card, Dinner, Credit Card, Breakfast, Lunch, Cash, Takeaway Available, Rooftop, Air Conditioned, Wifi, Desserts and Bakes, Free Wifi",3.3
Phase Three,Casual Dining,Chennai,Vettuvankeni,12.933383,80.251734,"Asian, Continental",1000,"Lunch, Takeaway Available, Debit Card, Dinner, Cash, Credit Card, Outdoor Seating, Table Reservation Not Required, Indoor Seating",3.4
Bytes Shakes,Cafe,Coimbatore,Nehru Stadium,11.007371,76.970034,"Fast Food, Sandwich, Beverages",200,"Credit Card, Cash, Takeaway Available, Debit Card, Outdoor Seating",3.4
Pink Cafe,Food Court,Chennai,"Spencer Plaza Mall, Thousand Lights",13.06161316,80.26145764,Beverages,250,"Lunch, Cash, Takeaway Available, No Alcohol Available, Dinner, Mall Parking, Delivery, Indoor Seating, Digital Payments Accepted",3.5
Tibbs Frankie,Quick Bites,Chennai,"Forum Vijaya Mall, Vadapalani",13.05127502,80.20966753,Rolls,200,"Dinner, Cash, Lunch, Mall Parking, Takeaway Available, Indoor Seating, Air Conditioned, Halal",3.5
Turf Pub - Eldoris,Pub,Chennai,Eldoris,12.97317255,80.26481241,"Chinese, South Indian",1500,"Dinner, Debit Card, Credit Card, Takeaway Available, Cash, Free Parking, Valet Parking Available, Air Conditioned, Karaoke, Fullbar, LGBTQIA Friendly, DJ, Live Sports Screening, Live Music, Dance Floor, Nightlife, Indoor Seating",3.5
Burger Hub,Quick Bites,Thrissur,Peringavu,10.5367199,76.21214446,"Burger, Sandwich, Beverages",300,"Cash, Takeaway Available, Delivery",3.5
Domino's Pizza,Quick Bites,Trivandrum,Kulathoor,8.56108,76.88939,"Pizza, Fast Food",400,"Dinner, Cash, Takeaway Available, Debit Card, Lunch, Delivery, Credit Card, Indoor Seating, Digital Payments Accepted",3.5
The Red Box,Kiosk,Chennai,Porur,13.0430102,80.12262985,Chinese,400,"Lunch, Cash, Takeaway Available, Debit Card, Dinner, Delivery, Credit Card",3.6
Hudson,Bar,Chennai,"Harrisons Hotel, Nungambakkam",13.06657517,80.2431244,Finger Food,1000,"Cash, Dinner, Credit Card, Debit Card, Lunch, Indoor Seating, Serves Cocktails, Nightlife, Live Entertainment, Air Conditioned, Fullbar, Valet Parking Available, Wheelchair Accessible",3.6
